1,98.6646265127
2,98.4559744053
3,99.2488524134
4,100.0
5,97.8995687856
6,98.3307831409
7,98.8454583391
8,98.3446932814
9,99.3184031159
10,99.068020587
11,100.0
12,98.4420642648
13,98.2334121575
14,98.6089859508
15,98.6368062317
16,98.0525803311
17,99.2501414827
18,99.5472552349
19,99.2359932088
20,98.3446519525
21,98.726655348
22,99.5614035088
23,99.0945104697
24,98.3729485003
25,99.0803621958
26,99.3774759479
27,99.2218449349
28,99.8302207131
29,99.3067345784
30,98.6842105263
31,99.0379173741
32,100.0
33,99.6853932584
34,98.9063670412
35,99.7453183521
36,100.0
37,98.9513108614
38,98.9513108614
39,98.9213483146
40,98.8464419476
41,99.4157303371
42,99.0112359551
43,99.1610486891
44,98.456928839
45,99.3108614232
46,98.9962546816
47,98.4868913858
48,99.4456928839
49,99.3114302577
50,99.1343694669
51,99.3704505213
52,99.8032657879
53,97.5801691914
54,98.4064528822
55,98.5244934094
56,98.6622073579
57,99.0360023608
58,98.583513673
59,98.7802478851
60,99.2327365729
61,100.0
62,99.7639189455
63,99.4491442062
64,98.583513673
65,97.9082864039
66,100.0
67,97.8278358809
68,99.6513810673
69,99.8122821132
70,98.90050952
71,99.0077768839
72,99.2491284527
73,97.4524001073
74,99.3027621346
75,99.7050147493
76,98.2032716546
77,99.0077768839
78,98.6055242692
79,97.2378653795
80,98.0423706087
81,97.7272727273
82,98.3499377335
83,96.201743462
84,99.1594022416
85,98.5678704857
86,98.1942714819
87,98.3188044832
88,96.9800747198
89,100.0
90,97.8206724782
91,97.4782067248
92,96.6687422167
93,97.9452054795
94,97.8518057285
95,99.5641344956
96,98.5678704857
97,99.2140266022
98,97.1886336155
99,99.123337364
100,99.6674727932
101,98.5187424426
102,100.0
103,98.7908101572
104,98.700120919
105,98.0652962515
106,99.0931076179
107,98.4582829504
108,99.1837968561
109,97.7932285369
110,97.4607013301
111,99.4860943168
112,98.8210399033
113,98.6600105097
114,97.9243300053
115,100.0
116,96.7945349448
117,98.0031529164
118,98.7125591172
119,98.3709931687
120,99.9737256963
121,98.5549132948
122,97.7404098791
123,98.9753021545
124,99.2380451918
125,99.027850762
126,99.1854965843
127,98.0031529164
128,97.1886495008
129,98.9399293286
130,100.0
131,99.2785630153
132,98.5129564193
133,99.8233215548
134,98.9252061249
135,99.1166077739
136,98.9988221437
137,99.2049469965
138,98.8957597173
139,98.6896348645
140,98.3362779741
141,98.1448763251
142,99.6613663133
143,99.234393404
144,99.0135453475
145,99.7204263498
146,99.3185392277
147,99.2486458151
148,99.0214922244
149,98.846758693
150,98.4099248646
151,100.0
152,99.8427398218
153,99.493272759
154,99.4059059934
155,98.4273982177
156,99.8252664686
157,99.3884326402
158,98.8817053993
159,99.10885899
160,99.4059059934
161,99.5653285605
162,98.9005369471
163,98.6704167732
164,99.2073638456
165,98.3635898747
166,99.4119151112
167,98.7982613142
168,97.8777806188
169,97.5965226285
170,99.4630529276
171,99.386346203
172,99.4886218358
173,100.0
174,98.772692406
175,98.4402965993
176,99.8210176425
177,99.173553719
178,99.025974026
179,100.0
180,99.025974026
181,99.5572609209
182,98.6422668241
183,97.4321133412
184,98.8193624557
185,98.8488783943
186,98.5832349469
187,99.6753246753
188,99.0850059032
189,98.1700118064
190,98.9669421488
191,99.5277449823
192,98.1109799292
193,96.4187327824
194,97.6124885216
195,99.234771962
196,97.4288337925
197,98.2552800735
198,97.2757881849
199,98.5919804102
200,98.285889195
201,98.1328435874
202,100.0
203,97.2451790634
204,97.8573614937
205,98.6531986532
206,98.3164983165
207,98.0104071013
208,98.0716253444
209,99.1935483871
210,99.9402628435
211,97.192353644
212,99.2234169654
213,98.5364396655
214,99.4623655914
215,99.2532855436
216,98.8052568698
217,99.0442054958
218,98.3870967742
219,98.715651135
220,99.2234169654
221,99.2532855436
222,99.1039426523
223,100.0
224,98.3870967742
225,100.0
226,98.3598154792
227,97.8216299334
228,97.2065607381
229,97.565351102
230,97.2578165044
231,97.4628395695
232,98.6160943106
233,97.8216299334
234,98.2316760636
235,97.5140953357
236,97.8728856996
237,97.7191184008
238,97.6422347514
239,97.1296770887
240,96.258329062
241,98.6316365627
242,100.0
243,97.6464148878
244,99.0695128626
245,99.0695128626
246,98.7958401752
247,98.3579638752
248,99.6168582375
249,98.5495347564
250,99.3158182813
251,98.7137383689
252,97.5916803503
253,97.4548440066
254,97.2906403941
255,98.5221674877
256,97.7011494253
257,99.3920972644
258,98.4042553191
259,99.062816616
260,97.1124620061
261,99.1134751773
262,99.7467071935
