0,9957
1,14235
2,5817
3,3637
4,5629
5,5393
6,6382
7,7800
8,4921
9,4409
A,11962
B,8055
C,7792
D,9195
E,8417
F,12746
10,10618
11,12655
12,5773
13,7704
14,5891
15,9314
16,7323
17,7181
18,8079
19,9862
1A,9135
1B,8598
1C,6029
1D,10857
1E,13525
1F,11402
20,13845
21,12883
22,6342
23,10578
24,9169
25,6292
26,6811
27,8171
28,6659
29,10512
2A,10735
2B,7248
2C,5834
2D,5438
2E,7272
2F,8657
30,3212
31,7124
32,8990
33,4709
34,9741
35,7925
36,7727
37,8545
38,7920
39,14139
3A,8637
3B,7014
3C,8021
3D,8348
3E,7937
3F,8321
40,17168
41,13728
42,28394
43,22849
44,15744
45,12898
46,12544
47,12211
48,10858
49,9875
4A,10089
4B,8870
4C,7418
4D,9508
4E,6925
4F,10039
50,8429
51,6092
52,7042
53,8300
54,6299
55,8501
56,5163
57,5543
58,6747
59,7548
5A,9285
5B,6111
5C,7245
5D,6291
5E,7342
5F,4839
60,6657
61,10230
62,9280
63,6924
64,8278
65,7281
66,9649
67,10434
68,8449
69,12461
6A,8556
6B,6849
6C,8355
6D,8789
6E,8258
6F,8356
70,7050
71,11975
72,8435
73,6038
74,7937
75,10389
76,6450
77,9487
78,9191
79,12747
7A,12242
7B,8013
7C,13254
7D,11494
7E,6432
7F,6524
80,8943
81,4858
82,6042
83,5583
84,6846
85,6437
86,6458
87,7555
88,9218
89,10177
8A,8827
8B,7739
8C,9520
8D,8975
8E,8947
8F,15511
90,15300
91,15642
92,10745
93,9038
94,13905
95,14884
96,13241
97,11092
98,12668
99,13774
9A,11666
9B,8974
9C,11596
9D,12482
9E,10836
9F,13689
A0,14804
A1,16164
A2,12320
A3,10560
A4,9469
A5,10693
A6,11397
A7,9772
A8,9497
A9,12393
AA,14938
AB,11583
AC,13441
AD,13373
AE,11669
AF,16161
B0,14267
B1,14034
B2,12066
B3,12305
B4,11734
B5,14139
B6,13620
B7,8741
B8,10699
B9,11289
BA,7920
BB,8371
BC,10748
BD,14307
BE,12066
BF,10950
C0,15184
C1,14703
C2,11225
C3,14860
C4,15347
C5,11755
C6,15165
C7,13125
C8,10217
C9,10860
CA,12261
CB,12148
CC,12560
CD,15534
CE,15096
CF,24895
D0,22910
D1,10430
D2,23484
D3,11547
D4,9292
D5,8371
D6,10375
D7,13743
D8,12875
D9,15258
DA,9778
DB,9225
DC,9979
DD,8411
DE,9135
DF,7531
E0,11748
E1,10798
