0,370894,672596
0,377211,667312
0,378467,661962
0,377416,660702
0,375992,666438
0,379129,647825
0,376104,670223
0,370188,654707
0,384871,689392
0,351064,676887
0,375100,678727
0,386293,661504
0,358954,668060
0,368431,671115
0,353648,647089
0,369847,667538
1,574136,866014
1,582206,872125
1,571229,860667
1,563417,839831
1,573058,837121
1,564981,843105
1,587672,854198
1,573312,869713
1,566716,846237
1,598864,862783
1,564102,844258
1,566996,848452
1,569803,869324
1,584864,839864
1,582720,865439
1,583532,856357
2,485132,759297
2,488528,767411
2,475623,733123
2,499278,774901
2,485248,771856
2,483276,766861
2,485858,754273
2,495138,771091
2,492516,769394
2,494309,743852
2,490528,769975
2,487955,763839
2,484387,749832
2,491733,768073
2,487631,726028
2,468552,771271
3,225020,476005
3,208095,465033
3,216085,477033
3,213849,481220
3,221216,474398
3,218057,440397
3,215804,471809
3,217286,473965
3,204907,459428
3,205332,459047
3,223391,466304
3,223980,482469
3,220586,474250
3,222055,476109
3,226522,477091
3,216168,454435
4,144873,370472
4,142017,373960
4,146575,369666
4,144011,361252
4,140709,354635
4,137324,336547
4,141339,356920
4,138919,372769
4,133248,323475
4,141154,372865
4,144605,361500
4,152021,365867
4,135308,346543
4,142689,356384
4,146749,355565
4,144213,374052
5,128805,340728
5,123716,328378
5,130631,348165
5,129088,338026
5,122643,338128
5,129131,344576
5,129911,344638
5,129926,342313
5,123195,305804
5,131275,337585
5,132233,338983
5,134023,344781
5,136203,359706
5,128312,338746
5,139303,365633
5,134201,349043
6,136832,360834
6,138351,359512
6,140262,359111
6,140993,349737
6,143247,358937
6,138190,361593
6,135547,347989
6,141532,362457
6,133233,354399
6,138725,359130
6,144109,354288
6,137361,329840
6,133213,352912
6,136415,354935
6,146419,336762
6,142436,369705
7,136027,363474
7,140376,334643
7,125553,349484
7,140416,359970
7,128951,359072
7,139315,361361
7,139834,355586
7,139595,356739
7,132492,357674
7,144331,383933
7,140848,355806
7,135358,364622
7,133702,354696
7,132149,346757
7,139886,352612
7,134748,334955
8,126908,342455
8,130297,343021
8,124925,349846
8,142384,371023
8,131609,348105
8,131248,340044
8,124690,342208
8,139068,348696
8,136769,354496
8,127781,360996
8,130807,342114
8,137756,355477
8,133098,349559
8,128836,335471
8,140583,374075
8,138017,383502
9,127378,336421
9,120169,337100
9,127976,362160
9,120377,350142
9,133518,353043
9,124300,343676
9,126709,350402
9,131688,352074
9,126633,347177
9,126531,345131
9,125328,351507
9,128530,362328
9,119907,332385
9,123376,350858
9,134899,362053
9,123154,309454
