1,86.286787727
2,85.6606136506
3,94.0513462743
4,84.9092047589
5,88.8541014402
6,86.4746399499
7,89.6681277395
8,87.1634314339
9,88.6662492173
10,95.9298685034
11,85.4727614277
12,89.7307451472
13,91.1083281152
14,100.0
15,86.3494051346
16,84.2204132749
17,94.4852941176
18,96.0477941176
19,94.0257352941
20,89.7058823529
21,94.3933823529
22,94.6691176471
23,96.6911764706
24,91.6360294118
25,97.8860294118
26,96.6911764706
27,95.4044117647
28,85.6617647059
29,95.3125
30,100.0
31,90.9926470588
32,99.8161764706
33,92.2297297297
34,95.6081081081
35,93.4121621622
36,96.1148648649
37,96.4527027027
38,97.2972972973
39,94.0878378378
40,98.9864864865
41,93.9189189189
42,97.2972972973
43,91.8918918919
44,93.0743243243
45,100.0
46,95.9459459459
47,95.777027027
48,91.5540540541
49,88.6178861789
50,93.9024390244
51,87.3983739837
52,93.7669376694
53,93.9024390244
54,85.6368563686
55,86.3143631436
56,86.4498644986
57,85.0948509485
58,93.3604336043
59,97.8319783198
60,84.4173441734
61,100.0
62,91.5989159892
63,91.4634146341
64,87.5338753388
65,89.2094017094
66,94.764957265
67,92.4145299145
68,96.047008547
69,98.2905982906
70,93.6965811966
71,100.0
72,93.5897435897
73,95.6196581197
74,93.9102564103
75,93.6965811966
76,91.5598290598
77,98.2905982906
78,93.6965811966
79,95.6196581197
80,99.0384615385
81,96.5285554311
82,92.9451287794
83,97.2004479283
84,91.8253079507
85,95.4087346025
86,92.2732362822
87,100.0
88,95.1847704367
89,97.4244120941
90,95.9686450168
91,94.2889137738
92,95.8566629339
93,96.8645016797
94,94.8488241881
95,92.7211646137
96,90.0335946249
97,91.0693301998
98,100.0
99,95.4171562867
100,94.3595769683
101,94.8296122209
102,96.0047003525
103,98.4723854289
104,91.5393654524
105,91.3043478261
106,99.0599294947
107,93.5370152761
108,90.1292596945
109,91.7743830787
110,94.4770857814
111,96.2397179788
112,93.3019976498
113,93.5972060536
114,89.4062863795
115,93.0151338766
116,100.0
117,95.1105937136
118,94.0628637951
119,94.2956926659
120,94.7613504075
121,93.0151338766
122,90.1047729919
123,92.8987194412
124,100.0
125,94.8777648428
126,90.8032596042
127,93.0151338766
128,97.322467986
129,96.884272997
130,95.2522255193
131,95.5489614243
132,92.1364985163
133,91.0979228487
134,92.4332344214
135,90.6528189911
136,89.0207715134
137,89.4658753709
138,100.0
139,96.587537092
140,94.6587537092
141,93.0267062315
142,91.9881305638
143,97.1810089021
144,90.5044510386
145,84.6511627907
146,94.1085271318
147,100.0
148,97.0542635659
149,95.0387596899
150,94.2635658915
151,97.2093023256
152,94.5736434109
153,91.4728682171
154,92.0930232558
155,91.3178294574
156,91.6279069767
157,98.6046511628
158,95.9689922481
159,96.5891472868
160,94.4186046512
161,91.1111111111
162,96.049382716
163,97.1604938272
164,97.6543209877
165,93.5802469136
166,97.4074074074
167,90.8641975309
168,89.1358024691
169,93.7037037037
170,95.4320987654
171,97.2839506173
172,93.950617284
173,94.1975308642
174,92.962962963
175,93.950617284
176,100.0
177,90.2186421174
178,91.3693901036
179,95.5120828539
180,87.3417721519
181,96.5477560414
182,90.9090909091
183,92.9804372842
184,92.8653624856
185,94.9367088608
186,92.5201380898
187,100.0
188,88.8377445339
189,91.829689298
190,94.0161104718
191,89.2980437284
192,88.7226697353
193,87.5878220141
194,97.1896955504
195,90.1639344262
196,96.018735363
197,91.3348946136
198,90.0468384075
199,100.0
200,90.1639344262
201,92.5058548009
202,92.2716627635
203,89.9297423888
204,93.793911007
205,92.8571428571
206,93.5597189696
207,87.1194379391
208,88.7587822014
209,98.4287317621
210,97.7553310887
211,94.8372615039
212,94.7250280584
213,96.7452300786
214,97.8675645342
215,98.0920314254
