0,481849
1,667752
2,32888
3,23496
4,61226
5,46559
6,44781
7,100466
8,48723
9,27005
A,45715
B,40975
C,64385
D,340346
E,95329
F,127121
10,67609
11,49445
12,37256
13,22173
14,36097
15,67290
16,513756
17,128747
18,67834
19,140244
1A,211336
1B,55884
1C,69054
1D,40251
1E,43854
1F,21064
20,32573
21,23863
22,39687
23,446702
24,454210
25,392916
26,442655
27,67693
28,43410
29,77061
2A,281362
2B,21309
2C,33585
2D,36486
2E,50923
2F,43410
30,40928
31,27679
32,117093
33,23379
34,35712
35,45219
36,39248
37,26878
38,38974
39,45869
3A,234773
3B,126525
3C,254661
3D,845809
3E,80736
3F,43497
40,172087
41,921332
42,3727660
43,3704851
44,1294241
45,44418
46,56393
47,42670
48,46065
49,26720
4A,41791
4B,31714
4C,34460
4D,25045
4E,33643
4F,23450
50,33821
51,22258
52,34327
53,27569
54,44855
55,26607
56,57178
57,39869
58,34230
59,22124
5A,32067
5B,26321
5C,30163
5D,21031
5E,32946
5F,23333
60,31618
61,22575
62,33942
63,22863
64,34648
65,22892
66,47065
67,555177
68,519765
69,718142
6A,896115
6B,22786
6C,34321
6D,894354
6E,359826
6F,27209
70,37590
71,25514
72,36464
73,26522
74,38496
75,24987
76,35198
77,24157
78,38100
79,27118
7A,36898
7B,27289
7C,483750
7D,475216
7E,485845
7F,472878
80,153414
81,66118
82,62473
83,31499
84,67262
85,36504
86,62060
87,54429
88,68860
89,29852
8A,43852
8B,38004
8C,78950
8D,41583
8E,55712
8F,43282
90,51485
91,34149
92,48746
93,127726
94,96419
95,36600
96,255072
97,142461
98,83491
99,122834
9A,153573
9B,38361
9C,54229
9D,38495
9E,53248
9F,31832
A0,40072
A1,27550
A2,35802
A3,27110
A4,36501
A5,21667
A6,35761
A7,21898
A8,47251
A9,27220
AA,37493
AB,25026
AC,36696
AD,22959
AE,31686
AF,24718
B0,32704
B1,27453
B2,50557
B3,23176
B4,34159
B5,23609
B6,34330
B7,31356
B8,33838
B9,29245
BA,46313
BB,28052
BC,32965
BD,26107
BE,33799
BF,28407
C0,45600
C1,37281
C2,50050
C3,38715
C4,53340
C5,34594
C6,37665
C7,22965
C8,35808
C9,23715
CA,33951
CB,24639
CC,32673
CD,30452
CE,37790
CF,52806
D0,50072
D1,25357
D2,45445
D3,37055
D4,30309
D5,32360
D6,34077
D7,23238
D8,38334
D9,27136
DA,34658
DB,26624
DC,34784
DD,20597
DE,37087
DF,22794
E0,37400
E1,24136
E2,32313
E3,27819
E4,39571
E5,35566
E6,40127
E7,35050
E8,180516
E9,474146
EA,435154
EB,406492
EC,437651
ED,394365
EE,666379
EF,659562
F0,388824
F1,390586
F2,488111
F3,469020
F4,546141
F5,543036
F6,490073
F7,353900
F8,372982
F9,25004
FA,369959
FB,350217
FC,373932
FD,387837
FE,364200
FF,362416
100,647374
101,927567
102,80733
103,23824
104,54939
105,42950
106,36849
107,63398
108,221951
109,158730
10A,169709
10B,175282
10C,237734
10D,145457
10E,95481
10F,74156
110,40269
111,26677
112,42164
113,22633
114,37277
115,26838
116,224307
117,127243
118,79001
119,530447
11A,547570
11B,78008
11C,93341
11D,53727
11E,54030
11F,29247
120,224779
121,574295
122,928682
123,986913
124,1348225
125,33053
126,622454
127,49834
128,52828
129,178864
12A,155915
12B,32612
12C,39447
12D,24287
12E,41923
12F,22321
130,37343
131,29180
132,88856
133,25101
134,38368
135,26151
136,39868
137,29494
138,35742
139,34644
13A,43010
13B,29787
13C,42839
13D,174896
13E,57161
13F,42992
140,93572
141,41303
142,43518
143,26448
144,40308
145,29815
146,39269
147,35369
148,40557
149,21801
14A,41167
14B,27166
14C,42600
14D,25971
14E,37809
14F,73705
150,37827
151,24950
152,37908
153,22688
154,36526
155,25585
156,34677
157,26131
158,35330
159,25510
15A,35575
15B,25941
15C,35529
15D,26173
15E,40519
15F,23729
160,39816
161,24521
162,37812
163,28870
164,38348
165,23133
166,37572
167,309416
168,498823
169,499663
16A,1673294
16B,30695
16C,545939
16D,1740911
16E,611483
16F,337735
170,56147
171,50713
172,38055
173,28894
174,39502
175,22960
176,35298
177,26322
178,35797
179,25467
17A,34002
17B,26168
17C,489254
17D,475207
17E,486865
17F,477123
180,86974
181,37842
182,33373
183,21650
184,34832
185,21449
186,43342
187,123115
188,51192
189,29457
18A,38647
18B,34013
18C,68662
18D,22144
18E,47777
18F,41562
190,38831
191,28521
192,37890
193,29376
194,41922
195,26814
196,281165
197,151908
198,68354
199,205763
19A,210073
19B,63471
19C,55528
19D,35303
19E,40262
19F,31603
1A0,37882
1A1,31060
1A2,35223
1A3,35383
1A4,34470
1A5,23667
1A6,33518
1A7,25802
1A8,35761
1A9,20680
1AA,37412
1AB,25133
1AC,45246
1AD,30621
1AE,41528
1AF,35500
1B0,48478
1B1,24278
1B2,37048
1B3,26028
1B4,38572
1B5,24258
1B6,38874
1B7,27074
1B8,41036
1B9,27409
1BA,39308
1BB,29976
1BC,38923
1BD,30178
1BE,41193
1BF,977410
1C0,138259
1C1,101874
1C2,46100
1C3,40709
1C4,42077
1C5,29242
1C6,44775
1C7,36167
1C8,38004
1C9,28416
1CA,37790
1CB,42043
1CC,54298
1CD,31074
1CE,49776
1CF,37890
1D0,48696
1D1,32651
1D2,50886
1D3,39989
1D4,47781
1D5,40731
1D6,53309
1D7,33724
1D8,41139
1D9,31806
1DA,44684
1DB,40817
1DC,40487
1DD,27977
1DE,40870
1DF,31117
1E0,39343
1E1,35560
1E2,67834
1E3,28321
1E4,42048
1E5,48998
1E6,57098
1E7,45588
1E8,282854
1E9,585246
1EA,570516
1EB,539978
1EC,595128
1ED,580197
1EE,581052
1EF,562377
1F0,560845
1F1,549798
1F2,761986
1F3,743005
1F4,946112
1F5,951393
1F6,754394
1F7,535003
1F8,553080
1F9,32064
1FA,559852
1FB,520030
1FC,560678
1FD,548681
1FE,545703
1FF,542744
200,840655
201,824160
202,38599
203,22946
204,39044
205,21767
206,38431
207,31017
208,116170
209,93893
20A,87607
20B,101222
20C,174696
20D,352905
20E,98619
20F,123758
210,64077
211,29385
212,48861
213,39984
214,41603
215,68346
216,749387
217,145311
218,146947
219,920749
21A,927723
21B,56170
21C,56601
21D,35043
21E,54944
21F,36790
220,131874
221,488135
222,839855
223,487475
224,851513
225,394787
226,58550
227,30756
228,34126
229,24343
22A,37604
22B,26460
22C,37147
22D,27127
22E,36020
22F,47341
230,33327
231,42714
232,50378
233,31381
234,43714
235,30759
236,38105
237,23951
238,38330
239,27006
23A,35509
23B,25734
23C,35033
