0,109647,107081
0,39489,38326
0,53942,50773
0,47944,47168
0,47255,46334
0,69191,67104
0,63313,61457
0,45840,43301
0,39620,37099
0,80772,77284
0,44318,44236
0,47971,45368
0,45121,43291
0,42823,39351
0,33118,30476
0,57531,53796
1,114646,111211
1,66707,65186
1,77476,67768
1,57634,52379
1,43025,40732
1,32890,34643
1,37872,35921
1,81238,78739
1,30272,30467
1,60680,59126
1,45827,43279
1,60472,61161
1,63097,62580
1,68547,67336
1,32597,29936
1,91156,90808
2,59760,59646
2,54965,52612
2,67955,65842
2,78309,75989
2,69180,66935
2,61934,59162
2,46612,47833
2,74882,73796
2,64387,62679
2,49935,48144
2,44613,44748
2,43764,47023
2,41298,40200
2,94048,93809
2,33819,32668
2,32752,30404
3,32798,31089
3,32051,29901
3,35438,35566
3,37254,35523
3,43873,40496
3,42762,42198
3,37515,38579
3,43328,42650
3,38480,38756
3,38804,37802
3,42611,39971
3,40564,39388
3,33638,33406
3,45111,45377
3,54860,55100
3,27923,27715
4,31209,31975
4,25299,23095
4,29183,27749
4,37128,36100
4,28273,26837
4,33024,31665
4,33161,33074
4,35207,33448
4,31485,30520
4,29179,27479
4,31618,30522
4,34953,33536
4,25018,23126
4,34178,34584
4,37427,36203
4,33277,33446
5,34653,34558
5,29753,29235
5,29244,27636
5,28093,25704
5,29798,28493
5,31438,31094
5,32325,31790
5,29935,29155
5,32491,32965
5,28823,29736
5,31681,30309
5,31379,30651
5,24976,25053
5,35542,34227
5,32066,29526
5,26132,23908
6,33265,32448
6,25367,25770
6,36173,34131
6,25910,24772
6,26367,24171
6,28158,26560
6,28287,26059
6,37842,35818
6,28990,28930
6,32503,32093
6,26653,25050
6,34354,31834
6,37093,35994
6,33112,31408
6,30470,31349
6,29876,29016
7,32117,31268
7,28632,27067
7,32723,31438
7,26832,27306
7,29370,29306
7,27575,26710
7,33679,33390
7,36187,32579
7,24907,25036
7,34979,33555
7,34646,33147
7,45255,42531
7,24492,24000
7,34409,33921
7,31012,27375
7,17668,17687
8,27678,27134
8,36866,34687
8,26230,26146
8,35158,34862
8,36859,35531
8,28371,29256
8,28867,29965
8,24874,24620
8,33179,33029
8,37152,35202
8,29130,28925
8,31890,29231
8,31992,30858
8,31014,31762
8,35193,34383
8,32202,31563
9,32572,33296
9,38248,38922
9,30855,31101
9,36690,35509
9,38254,37426
9,33227,31391
9,27924,26613
9,32425,31869
9,30068,28820
9,30429,30597
9,34118,33152
9,29609,28741
9,30452,29907
9,31958,31182
9,33255,32165
9,37718,37610
A,36386,36104
A,34979,35413
A,45543,44704
A,39864,39993
A,33492,33839
A,31514,30719
A,31977,29490
A,30893,30768
A,34541,31303
A,36899,37353
A,34023,31517
A,29917,30087
A,29906,27758
A,32905,32730
A,37584,36310
